July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Counter data is in units of (Counts). Voltage data is in units of (V).


VI_time      	ctr0	VI_0	VI_1	VI_2	VI_3	VI_4	VI_5	VI_6	VI_7	VI_8	VI_9	VI_10	VI_11	VI_12	VI_13	VI_14	VI_15	VI_16	VI_17	VI_18	VI_19	VI_20	VI_21	VI_22	VI_23	VI_24	VI_25	VI_26	VI_27	VI_28	VI_29	VI_30	VI_31
8197.532008	0.000	-1.365	-0.353	0.382	1.409	2.174	2.959	3.714	4.642	5.351	6.019	6.493	7.293	7.789	8.212	8.568	8.835	9.143	9.440	9.517	9.592	9.835	9.594	9.344	9.087	8.794	8.544	8.163	7.686	7.147	6.548	5.764	5.218
8197.533017	0.000	4.145	5.055	5.648	6.492	7.036	7.562	8.023	8.625	8.977	9.260	9.325	9.695	9.742	9.701	9.583	9.367	9.188	8.998	8.591	8.190	7.966	7.273	6.589	5.919	5.237	4.624	3.911	3.134	2.331	1.502	0.529	-0.168
8197.533999	0.000	8.261	8.818	9.030	9.467	9.581	9.658	9.655	9.780	9.646	9.438	9.010	8.890	8.453	7.938	7.359	6.699	6.097	5.506	4.726	3.980	3.445	2.474	1.550	0.676	-0.168	-0.902	-1.695	-2.509	-3.306	-4.085	-4.967	-5.531
8197.535002	0.000	9.495	9.537	9.226	9.141	8.735	8.298	7.790	7.426	6.820	6.162	5.309	4.792	3.990	3.143	2.268	1.352	0.534	-0.230	-1.140	-1.971	-2.546	-3.511	-4.385	-5.162	-5.865	-6.416	-6.982	-7.529	-8.022	-8.461	-8.970	-9.129
8197.536000	0.000	6.837	6.393	5.620	5.100	4.290	3.482	2.642	1.983	1.124	0.257	-0.761	-1.396	-2.270	-3.141	-3.991	-4.836	-5.535	-6.134	-6.834	-7.412	-7.693	-8.323	-8.826	-9.199	-9.468	-9.556	-9.636	-9.677	-9.646	-9.550	-9.515	-9.127
8197.536996	0.000	1.668	0.999	0.043	-0.618	-1.525	-2.385	-3.235	-3.857	-4.635	-5.378	-6.228	-6.654	-7.279	-7.863	-8.390	-8.878	-9.190	-9.374	-9.634	-9.750	-9.552	-9.690	-9.689	-9.552	-9.307	-8.884	-8.457	-8.001	-7.486	-6.921	-6.438	-5.625
8197.537993	0.000	-4.058	-4.648	-5.482	-5.980	-6.683	-7.300	-7.868	-8.175	-8.603	-8.967	-9.411	-9.406	-9.579	-9.693	-9.738	-9.732	-9.544	-9.225	-8.983	-8.603	-7.918	-7.580	-7.120	-6.543	-5.881	-5.067	-4.279	-3.492	-2.682	-1.858	-1.154	-0.161
8197.538988	0.000	-8.372	-8.620	-9.083	-9.181	-9.461	-9.633	-9.739	-9.568	-9.509	-9.379	-9.325	-8.824	-8.504	-8.135	-7.706	-7.244	-6.618	-5.884	-5.252	-4.510	-3.493	-2.859	-2.137	-1.337	-0.493	0.464	1.353	2.197	3.021	3.816	4.447	5.326
8197.539984	0.000	-9.834	-9.581	-9.534	-9.120	-8.887	-8.551	-8.157	-7.500	-6.969	-6.386	-5.902	-4.998	-4.304	-3.592	-2.856	-2.122	-1.264	-0.338	0.442	1.290	2.368	3.019	3.713	4.441	5.169	5.967	6.654	7.257	7.801	8.280	8.561	9.057
8197.540990	0.000	-7.623	-6.887	-6.379	-5.526	-4.883	-4.167	-3.426	-2.457	-1.654	-0.839	-0.165	0.885	1.681	2.449	3.195	3.892	4.668	5.467	6.077	6.710	7.533	7.890	8.252	8.613	8.944	9.315	9.550	9.678	9.730	9.700	9.464	9.435
8197.541985	0.000	-2.384	-1.384	-0.654	0.377	1.154	1.957	2.739	3.702	4.452	5.168	5.696	6.558	7.120	7.614	8.046	8.393	8.785	9.167	9.333	9.498	9.830	9.679	9.519	9.350	9.144	8.977	8.677	8.276	7.810	7.276	6.555	6.063
8197.542994	0.000	3.870	4.793	5.399	6.260	6.822	7.367	7.850	8.475	8.850	9.158	9.248	9.644	9.718	9.703	9.611	9.422	9.269	9.104	8.722	8.344	8.142	7.470	6.806	6.153	5.488	4.889	4.188	3.421	2.626	1.803	0.833	0.137
8197.543971	0.000	8.007	8.602	8.852	9.330	9.486	9.605	9.643	9.811	9.719	9.553	9.166	9.086	8.687	8.208	7.663	7.036	6.463	5.899	5.143	4.417	3.899	2.942	2.028	1.161	0.320	-0.416	-1.213	-2.035	-2.844	-3.639	-4.540	-5.126
8197.544970	0.000	9.549	9.671	9.438	9.429	9.098	8.733	8.294	7.994	7.448	6.846	6.043	5.571	4.807	3.992	3.144	2.247	1.441	0.683	-0.228	-1.067	-1.657	-2.644	-3.546	-4.358	-5.102	-5.700	-6.318	-6.923	-7.478	-7.983	-8.561	-8.793
8197.545972	0.000	7.698	7.340	6.646	6.197	5.449	4.696	3.900	3.277	2.443	1.591	0.579	-0.061	-0.951	-1.847	-2.732	-3.622	-4.374	-5.036	-5.807	-6.464	-6.831	-7.554	-8.156	-8.632	-9.008	-9.208	-9.402	-9.559	-9.646	-9.666	-9.747	-9.472
8197.546970	0.000	3.079	2.438	1.499	0.844	-0.069	-0.946	-1.823	-2.483	-3.309	-4.111	-5.029	-5.533	-6.244	-6.921	-7.550	-8.145	-8.570	-8.871	-9.252	-9.494	-9.422	-9.687	-9.813	-9.803	-9.683	-9.381	-9.072	-8.729	-8.322	-7.859	-7.469	-6.742
8197.547966	0.000	-2.797	-3.431	-4.320	-4.880	-5.654	-6.349	-7.003	-7.402	-7.930	-8.396	-8.948	-9.055	-9.342	-9.572	-9.733	-9.844	-9.772	-9.567	-9.437	-9.165	-8.583	-8.345	-7.977	-7.487	-6.905	-6.162	-5.437	-4.705	-3.939	-3.151	-2.473	-1.495
8197.548964	0.000	-7.094	-7.489	-8.107	-8.368	-8.816	-9.162	-9.445	-9.454	-9.576	-9.625	-9.749	-9.423	-9.274	-9.068	-8.797	-8.484	-7.998	-7.392	-6.878	-6.241	-5.317	-4.760	-4.103	-3.351	-2.540	-1.601	-0.714	0.143	0.997	1.836	2.528	3.481
8197.549958	0.000	-9.654	-9.618	-9.788	-9.589	-9.568	-9.439	-9.245	-8.778	-8.429	-8.016	-7.691	-6.931	-6.367	-5.768	-5.130	-4.476	-3.680	-2.799	-2.043	-1.201	-0.110	0.572	1.316	2.112	2.927	3.828	4.635	5.372	6.066	6.706	7.162	7.844
8197.550955	0.000	-9.075	-8.542	-8.223	-7.547	-7.064	-6.491	-5.877	-5.015	-4.301	-3.553	-2.927	-1.902	-1.112	-0.327	0.455	1.211	2.066	2.963	3.690	4.459	5.435	5.961	6.506	7.064	7.603	8.193	8.655	9.017	9.308	9.521	9.528	9.743
8197.551958	0.000	-5.087	-4.172	-3.505	-2.516	-1.759	-0.952	-0.146	0.863	1.681	2.486	3.124	4.114	4.825	5.484	6.098	6.641	7.242	7.846	8.243	8.647	9.226	9.326	9.420	9.505	9.552	9.635	9.579	9.416	9.180	8.865	8.350	8.052
8197.552947	0.000	0.824	1.830	2.542	3.531	4.241	4.955	5.624	6.452	7.046	7.586	7.921	8.571	8.908	9.162	9.343	9.428	9.551	9.658	9.545	9.429	9.482	9.053	8.621	8.186	7.724	7.310	6.777	6.157	5.488	4.770	3.882	3.245
8197.553949	0.000	6.356	7.127	7.564	8.238	8.599	8.930	9.186	9.574	9.705	9.762	9.595	9.733	9.547	9.274	8.927	8.488	8.092	7.694	7.089	6.500	6.102	5.249	4.421	3.622	2.831	2.125	1.339	0.508	-0.328	-1.170	-2.137	-2.806
8197.554944	0.000	9.317	9.634	9.598	9.784	9.644	9.467	9.211	9.086	8.708	8.264	7.608	7.270	6.629	5.922	5.167	4.348	3.605	2.892	2.010	1.183	0.587	-0.422	-1.364	-2.231	-3.048	-3.733	-4.454	-5.176	-5.861	-6.508	-7.240	-7.636
8197.555943	0.000	8.728	8.522	7.972	7.656	7.031	6.388	5.689	5.149	4.385	3.588	2.615	1.998	1.117	0.214	-0.695	-1.623	-2.430	-3.160	-4.014	-4.767	-5.244	-6.089	-6.823	-7.442	-7.971	-8.330	-8.691	-9.019	-9.282	-9.482	-9.742	-9.649
8197.556940	0.000	4.630	4.045	3.149	2.524	1.630	0.758	-0.126	-0.808	-1.667	-2.515	-3.491	-4.065	-4.857	-5.626	-6.356	-7.061	-7.605	-8.032	-8.546	-8.925	-8.995	-9.406	-9.680	-9.818	-9.847	-9.692	-9.528	-9.327	-9.056	-8.724	-8.459	-7.850
8197.557937	0.000	-1.244	-1.911	-2.843	-3.459	-4.299	-5.071	-5.812	-6.306	-6.937	-7.515	-8.184	-8.415	-8.831	-9.193	-9.490	-9.738	-9.804	-9.737	-9.743	-9.606	-9.155	-9.042	-8.796	-8.421	-7.947	-7.304	-6.670	-6.019	-5.326	-4.599	-3.971	-3.032
8197.558935	0.000	-6.700	-7.130	-7.785	-8.086	-8.577	-8.966	-9.295	-9.350	-9.519	-9.616	-9.788	-9.509	-9.407	-9.248	-9.021	-8.751	-8.305	-7.738	-7.259	-6.656	-5.761	-5.231	-4.596	-3.864	-3.067	-2.139	-1.260	-0.405	0.450	1.295	1.996	2.962
8197.559937	0.000	-9.629	-9.603	-9.784	-9.596	-9.585	-9.466	-9.282	-8.826	-8.486	-8.083	-7.766	-7.014	-6.457	-5.866	-5.233	-4.585	-3.794	-2.915	-2.162	-1.323	-0.233	0.451	1.195	1.994	2.811	3.716	4.527	5.270	5.970	6.618	7.081	7.771
8197.560938	0.000	-9.052	-8.513	-8.190	-7.509	-7.022	-6.446	-5.828	-4.964	-4.246	-3.497	-2.869	-1.843	-1.052	-0.267	0.516	1.271	2.125	3.021	3.746	4.513	5.486	6.009	6.550	7.105	7.640	8.225	8.682	9.040	9.326	9.534	9.535	9.745
8197.561930	0.000	-5.244	-4.336	-3.675	-2.691	-1.938	-1.134	-0.329	0.680	1.500	2.309	2.951	3.948	4.665	5.332	5.956	6.509	7.122	7.738	8.149	8.567	9.160	9.275	9.385	9.485	9.548	9.647	9.607	9.460	9.239	8.939	8.439	8.154
8197.562924	0.000	0.763	1.770	2.484	3.474	4.186	4.902	5.574	6.405	7.003	7.548	7.886	8.541	8.883	9.142	9.328	9.418	9.546	9.659	9.551	9.440	9.498	9.075	8.648	8.218	7.759	7.350	6.820	6.204	5.538	4.823	3.937	3.303
8197.563921	0.000	6.446	7.209	7.638	8.304	8.656	8.977	9.223	9.601	9.721	9.767	9.590	9.717	9.520	9.237	8.880	8.432	8.027	7.619	7.007	6.410	6.006	5.147	4.313	3.510	2.714	2.007	1.218	0.387	-0.450	-1.291	-2.256	-2.923
8197.564921	0.000	9.421	9.691	9.607	9.745	9.559	9.335	9.032	8.863	8.442	7.957	7.262	6.889	6.215	5.478	4.697	3.855	3.093	2.365	1.472	0.637	0.038	-0.970	-1.905	-2.763	-3.566	-4.234	-4.934	-5.631	-6.287	-6.903	-7.600	-7.958
8197.565920	0.000	8.728	8.522	7.972	7.656	7.031	6.388	5.689	5.149	4.385	3.588	2.615	1.998	1.117	0.214	-0.695	-1.623	-2.430	-3.160	-4.014	-4.767	-5.244	-6.089	-6.823	-7.442	-7.971	-8.330	-8.691	-9.019	-9.282	-9.482	-9.742	-9.649
8197.566917	0.000	4.944	4.374	3.491	2.877	1.989	1.122	0.239	-0.443	-1.306	-2.161	-3.146	-3.732	-4.538	-5.324	-6.073	-6.800	-7.367	-7.820	-8.360	-8.767	-8.867	-9.308	-9.613	-9.783	-9.843	-9.720	-9.588	-9.417	-9.178	-8.875	-8.639	-8.056
8197.567911	0.000	-0.819	-1.491	-2.432	-3.059	-3.913	-4.703	-5.463	-5.980	-6.636	-7.242	-7.941	-8.203	-8.652	-9.049	-9.381	-9.666	-9.769	-9.739	-9.782	-9.682	-9.267	-9.190	-8.978	-8.635	-8.193	-7.579	-6.972	-6.347	-5.676	-4.969	-4.358	-3.433
8197.568912	0.000	-6.143	-6.616	-7.318	-7.670	-8.215	-8.661	-9.048	-9.165	-9.397	-9.557	-9.792	-9.577	-9.538	-9.441	-9.275	-9.064	-8.674	-8.161	-7.733	-7.176	-6.324	-5.832	-5.231	-4.528	-3.756	-2.846	-1.981	-1.134	-0.281	0.567	1.277	2.257
8197.569901	0.000	-9.447	-9.484	-9.728	-9.603	-9.657	-9.601	-9.479	-9.083	-8.802	-8.455	-8.192	-7.490	-6.980	-6.431	-5.837	-5.222	-4.460	-3.605	-2.870	-2.044	-0.961	-0.280	0.468	1.275	2.107	3.031	3.868	4.641	5.376	6.062	6.569	7.307
8197.570906	0.000	-9.276	-8.786	-8.509	-7.872	-7.427	-6.889	-6.306	-5.472	-4.782	-4.056	-3.447	-2.435	-1.654	-0.875	-0.092	0.666	1.528	2.437	3.180	3.968	4.967	5.519	6.094	6.686	7.261	7.890	8.393	8.798	9.134	9.393	9.446	9.709
8197.571905	0.000	-5.801	-4.924	-4.289	-3.326	-2.589	-1.797	-0.998	0.010	0.834	1.651	2.308	3.323	4.064	4.760	5.415	6.006	6.659	7.319	7.777	8.245	8.891	9.061	9.226	9.384	9.505	9.662	9.681	9.592	9.427	9.183	8.736	8.503
8197.572895	0.000	-0.454	0.560	1.291	2.307	3.055	3.815	4.539	5.430	6.095	6.714	7.133	7.875	8.307	8.662	8.947	9.140	9.372	9.591	9.589	9.584	9.747	9.427	9.100	8.767	8.401	8.080	7.632	7.092	6.496	5.842	5.011	4.422
8197.573892	0.000	5.252	6.102	6.626	7.395	7.857	8.294	8.661	9.165	9.413	9.590	9.546	9.805	9.741	9.588	9.359	9.035	8.750	8.456	7.951	7.455	7.143	6.368	5.609	4.870	4.129	3.465	2.709	1.899	1.071	0.228	-0.750	-1.442
8197.574893	0.000	9.037	9.442	9.496	9.772	9.723	9.635	9.467	9.429	9.135	8.771	8.192	7.927	7.352	6.708	6.008	5.239	4.538	3.861	3.007	2.200	1.617	0.613	-0.331	-1.209	-2.044	-2.756	-3.511	-4.273	-5.006	-5.707	-6.499	-6.961
8197.575893	0.000	9.148	9.040	8.584	8.358	7.817	7.252	6.625	6.149	5.442	4.693	3.760	3.176	2.318	1.428	0.523	-0.410	-1.230	-1.984	-2.870	-3.665	-4.190	-5.093	-5.892	-6.583	-7.190	-7.634	-8.085	-8.508	-8.869	-9.169	-9.534	-9.546
8197.576887	0.000	5.650	5.119	4.269	3.682	2.816	1.964	1.090	0.410	-0.458	-1.323	-2.326	-2.935	-3.770	-4.591	-5.381	-6.155	-6.772	-7.281	-7.881	-8.351	-8.517	-9.027	-9.404	-9.646	-9.780	-9.732	-9.674	-9.577	-9.410	-9.178	-9.010	-8.493
8197.577887	0.000	-0.089	-0.765	-1.716	-2.359	-3.235	-4.050	-4.842	-5.395	-6.091	-6.741	-7.489	-7.803	-8.306	-8.761	-9.152	-9.499	-9.664	-9.698	-9.805	-9.768	-9.416	-9.401	-9.250	-8.965	-8.578	-8.017	-7.460	-6.880	-6.251	-5.581	-5.003	-4.105
8197.578882	0.000	-5.702	-6.205	-6.941	-7.329	-7.912	-8.399	-8.830	-8.991	-9.269	-9.476	-9.759	-9.592	-9.601	-9.551	-9.432	-9.265	-8.919	-8.448	-8.059	-7.539	-6.722	-6.261	-5.689	-5.010	-4.259	-3.367	-2.514	-1.676	-0.828	0.018	0.732	1.720
8197.579877	0.000	-9.317	-9.389	-9.670	-9.582	-9.673	-9.654	-9.569	-9.209	-8.963	-8.650	-8.419	-7.748	-7.266	-6.744	-6.173	-5.581	-4.837	-3.998	-3.276	-2.460	-1.384	-0.706	0.041	0.852	1.690	2.624	3.473	4.261	5.014	5.722	6.253	7.017
8197.580878	0.000	-9.429	-8.979	-8.741	-8.140	-7.729	-7.223	-6.670	-5.863	-5.197	-4.492	-3.900	-2.903	-2.132	-1.359	-0.580	0.179	1.046	1.963	2.717	3.521	4.538	5.112	5.712	6.332	6.937	7.598	8.137	8.579	8.954	9.253	9.348	9.652
8197.581900	0.000	-6.285	-5.439	-4.830	-3.890	-3.171	-2.392	-1.602	-0.598	0.225	1.047	1.713	2.742	3.501	4.219	4.902	5.523	6.210	6.908	7.407	7.919	8.610	8.828	9.044	9.253	9.426	9.636	9.708	9.672	9.560	9.367	8.970	8.785
8197.582874	0.000	-1.365	-0.353	0.382	1.409	2.174	2.959	3.714	4.642	5.351	6.019	6.493	7.293	7.789	8.212	8.568	8.835	9.143	9.440	9.517	9.592	9.835	9.594	9.344	9.087	8.794	8.544	8.163	7.686	7.147	6.548	5.764	5.218
8197.583864	0.000	4.254	5.159	5.745	6.583	7.119	7.637	8.090	8.683	9.025	9.299	9.353	9.713	9.750	9.698	9.569	9.342	9.153	8.953	8.537	8.125	7.893	7.192	6.501	5.823	5.136	4.517	3.799	3.019	2.212	1.382	0.407	-0.289
8197.584866	0.000	8.465	8.989	9.166	9.567	9.645	9.686	9.645	9.733	9.562	9.317	8.855	8.700	8.231	7.685	7.077	6.390	5.763	5.151	4.352	3.590	3.041	2.060	1.128	0.251	-0.594	-1.326	-2.113	-2.918	-3.703	-4.468	-5.332	-5.875
8197.585859	0.000	9.449	9.459	9.118	9.003	8.567	8.103	7.569	7.180	6.552	5.874	5.002	4.469	3.653	2.795	1.911	0.989	0.168	-0.595	-1.502	-2.328	-2.896	-3.850	-4.710	-5.471	-6.156	-6.687	-7.230	-7.754	-8.220	-8.632	-9.111	-9.241
8197.586863	0.000	6.795	6.347	5.571	5.048	4.235	3.426	2.583	1.923	1.064	0.196	-0.822	-1.456	-2.329	-3.199	-4.047	-4.889	-5.586	-6.182	-6.878	-7.452	-7.728	-8.355	-8.853	-9.221	-9.484	-9.567	-9.642	-9.678	-9.642	-9.541	-9.500	-9.107
8197.587862	0.000	1.187	0.513	-0.444	-1.103	-2.004	-2.855	-3.691	-4.297	-5.055	-5.774	-6.598	-6.995	-7.589	-8.138	-8.630	-9.079	-9.352	-9.495	-9.713	-9.787	-9.547	-9.642	-9.599	-9.421	-9.136	-8.673	-8.209	-7.717	-7.169	-6.573	-6.061	-5.223
8197.588857	0.000	-4.113	-4.701	-5.533	-6.027	-6.727	-7.340	-7.904	-8.206	-8.630	-8.989	-9.427	-9.418	-9.585	-9.694	-9.733	-9.722	-9.529	-9.205	-8.959	-8.574	-7.883	-7.542	-7.077	-6.497	-5.832	-5.015	-4.224	-3.436	-2.623	-1.798	-1.094	-0.100
8197.589855	0.000	-8.499	-8.728	-9.172	-9.250	-9.509	-9.660	-9.744	-9.552	-9.472	-9.321	-9.247	-8.726	-8.387	-7.999	-7.554	-7.076	-6.435	-5.687	-5.043	-4.291	-3.266	-2.625	-1.899	-1.095	-0.249	0.707	1.594	2.434	3.252	4.039	4.661	5.529
8197.590857	0.000	-9.812	-9.532	-9.459	-9.020	-8.763	-8.403	-7.987	-7.307	-6.757	-6.155	-5.656	-4.736	-4.030	-3.307	-2.563	-1.823	-0.961	-0.034	0.746	1.591	2.663	3.308	3.991	4.707	5.422	6.203	6.873	7.456	7.980	8.436	8.694	9.166
8197.591844	0.000	-7.584	-6.844	-6.332	-5.476	-4.830	-4.111	-3.369	-2.398	-1.594	-0.778	-0.104	0.946	1.741	2.508	3.252	3.948	4.721	5.517	6.124	6.754	7.572	7.925	8.283	8.639	8.965	9.331	9.561	9.684	9.730	9.696	9.453	9.420
8197.592850	0.000	-2.503	-1.505	-0.775	0.255	1.032	1.838	2.622	3.588	4.343	5.064	5.598	6.466	7.036	7.538	7.979	8.335	8.736	9.128	9.304	9.479	9.822	9.682	9.533	9.374	9.179	9.021	8.731	8.339	7.882	7.357	6.643	6.158
8197.593836	0.000	3.478	4.417	5.042	5.924	6.511	7.083	7.594	8.250	8.658	9.000	9.125	9.557	9.668	9.690	9.635	9.483	9.367	9.237	8.890	8.545	8.376	7.734	7.098	6.471	5.830	5.252	4.569	3.818	3.034	2.220	1.256	0.563
8197.594839	0.000	8.040	8.631	8.876	9.349	9.499	9.613	9.646	9.808	9.711	9.540	9.148	9.063	8.659	8.175	7.626	6.994	6.418	5.851	5.092	4.363	3.843	2.884	1.968	1.100	0.259	-0.476	-1.273	-2.094	-2.902	-3.695	-4.594	-5.177
8197.595835	0.000	9.534	9.619	9.350	9.305	8.938	8.539	8.068	7.737	7.163	6.534	5.707	5.213	4.430	3.600	2.738	1.831	1.019	0.257	-0.654	-1.490	-2.075	-3.052	-3.941	-4.738	-5.464	-6.040	-6.635	-7.214	-7.740	-8.215	-8.761	-8.959
8197.596831	0.000	7.439	7.053	6.332	5.859	5.091	4.319	3.507	2.870	2.027	1.169	0.153	-0.488	-1.374	-2.264	-3.140	-4.016	-4.754	-5.397	-6.147	-6.780	-7.120	-7.815	-8.386	-8.831	-9.173	-9.338	-9.496	-9.616	-9.666	-9.649	-9.693	-9.382
8197.597832	0.000	2.203	1.543	0.591	-0.070	-0.981	-1.850	-2.712	-3.351	-4.149	-4.916	-5.794	-6.251	-6.910	-7.530	-8.096	-8.626	-8.981	-9.210	-9.516	-9.679	-9.529	-9.715	-9.762	-9.671	-9.473	-9.094	-8.711	-8.296	-7.821	-7.293	-6.843	-6.061
8197.598822	0.000	-3.492	-4.105	-4.965	-5.493	-6.230	-6.884	-7.493	-7.842	-8.317	-8.728	-9.222	-9.268	-9.494	-9.661	-9.758	-9.806	-9.670	-9.403	-9.211	-8.880	-8.240	-7.946	-7.527	-6.988	-6.361	-5.578	-4.817	-4.053	-3.261	-2.452	-1.758	-0.769
8197.599834	0.000	-8.172	-8.448	-8.939	-9.068	-9.378	-9.581	-9.718	-9.580	-9.553	-9.454	-9.431	-8.960	-8.670	-8.327	-7.926	-7.488	-6.885	-6.171	-5.558	-4.832	-3.829	-3.206	-2.494	-1.699	-0.858	0.099	0.990	1.839	2.672	3.477	4.121	5.016
8197.600826	0.000	-9.842	-9.605	-9.574	-9.175	-8.958	-8.636	-8.256	-7.612	-7.093	-6.521	-6.048	-5.152	-4.467	-3.761	-3.030	-2.301	-1.446	-0.521	0.260	1.109	2.190	2.846	3.544	4.279	5.016	5.822	6.520	7.134	7.691	8.182	8.477	8.988
8197.601820	0.000	-7.997	-7.301	-6.830	-6.011	-5.398	-4.708	-3.990	-3.039	-2.249	-1.443	-0.774	0.277	1.077	1.855	2.615	3.330	4.129	4.955	5.595	6.263	7.124	7.522	7.927	8.335	8.714	9.135	9.421	9.602	9.707	9.730	9.546	9.570
8197.602823	0.000	-3.147	-2.163	-1.442	-0.415	0.364	1.176	1.972	2.954	3.730	4.478	5.042	5.945	6.553	7.098	7.585	7.989	8.442	8.888	9.119	9.351	9.752	9.670	9.580	9.479	9.340	9.239	9.003	8.664	8.256	7.779	7.108	6.664
8197.603817	0.000	2.906	3.865	4.515	5.426	6.045	6.654	7.204	7.902	8.355	8.744	8.918	9.401	9.563	9.639	9.637	9.537	9.474	9.397	9.100	8.804	8.682	8.085	7.492	6.903	6.298	5.752	5.098	4.370	3.608	2.809	1.857	1.170
8197.604807	0.000	7.662	8.302	8.599	9.126	9.332	9.504	9.595	9.816	9.777	9.664	9.328	9.299	8.949	8.517	8.016	7.431	6.897	6.369	5.645	4.948	4.453	3.517	2.618	1.762	0.927	0.193	-0.606	-1.436	-2.257	-3.068	-3.990	-4.600
8197.605807	0.000	9.548	9.696	9.491	9.508	9.201	8.861	8.445	8.168	7.644	7.061	6.276	5.820	5.070	4.268	3.430	2.541	1.741	0.987	0.077	-0.763	-1.357	-2.350	-3.259	-4.081	-4.838	-5.449	-6.084	-6.707	-7.281	-7.807	-8.407	-8.663
8197.606806	0.000	7.873	7.536	6.862	6.430	5.699	4.960	4.177	3.563	2.738	1.892	0.882	0.243	-0.647	-1.547	-2.438	-3.335	-4.099	-4.773	-5.558	-6.231	-6.616	-7.359	-7.981	-8.480	-8.880	-9.104	-9.324	-9.507	-9.620	-9.667	-9.774	-9.526
8197.607803	0.000	3.307	2.673	1.739	1.086	0.174	-0.703	-1.582	-2.247	-3.080	-3.890	-4.818	-5.333	-6.057	-6.748	-7.392	-8.005	-8.447	-8.768	-9.169	-9.430	-9.379	-9.665	-9.813	-9.823	-9.724	-9.443	-9.155	-8.832	-8.443	-7.998	-7.625	-6.914
8197.608803	0.000	-2.444	-3.088	-3.987	-4.562	-5.353	-6.068	-6.744	-7.166	-7.718	-8.212	-8.792	-8.928	-9.246	-9.507	-9.700	-9.843	-9.802	-9.629	-9.530	-9.289	-8.736	-8.526	-8.186	-7.721	-7.162	-6.441	-5.736	-5.021	-4.270	-3.494	-2.826	-1.855
8197.609806	0.000	-7.094	-7.489	-8.107	-8.368	-8.816	-9.162	-9.445	-9.454	-9.576	-9.625	-9.749	-9.423	-9.274	-9.068	-8.797	-8.484	-7.998	-7.392	-6.878	-6.241	-5.317	-4.760	-4.103	-3.351	-2.540	-1.601	-0.714	0.143	0.997	1.836	2.528	3.481
8197.610796	0.000	-9.757	-9.668	-9.785	-9.533	-9.459	-9.278	-9.033	-8.518	-8.122	-7.664	-7.297	-6.498	-5.898	-5.267	-4.601	-3.923	-3.107	-2.209	-1.442	-0.594	0.498	1.179	1.916	2.700	3.499	4.379	5.161	5.870	6.531	7.135	7.552	8.191
8197.611789	0.000	-8.736	-8.142	-7.764	-7.033	-6.500	-5.881	-5.225	-4.327	-3.581	-2.807	-2.161	-1.121	-0.323	0.464	1.244	1.990	2.830	3.706	4.406	5.143	6.081	6.564	7.062	7.569	8.053	8.584	8.985	9.283	9.508	9.654	9.592	9.738
8197.612790	0.000	-4.607	-3.671	-2.986	-1.983	-1.217	-0.405	0.402	1.408	2.219	3.013	3.636	4.607	5.295	5.928	6.512	7.022	7.587	8.153	8.509	8.870	9.404	9.458	9.505	9.543	9.542	9.577	9.474	9.265	8.983	8.625	8.068	7.730
8197.613782	0.000	1.187	2.188	2.893	3.870	4.567	5.265	5.916	6.724	7.296	7.812	8.121	8.744	9.051	9.276	9.426	9.480	9.571	9.646	9.501	9.354	9.376	8.918	8.456	7.994	7.504	7.066	6.510	5.870	5.182	4.448	3.546	2.898
8197.614791	0.000	6.622	7.370	7.783	8.431	8.764	9.066	9.292	9.649	9.748	9.773	9.575	9.680	9.463	9.160	8.783	8.315	7.892	7.467	6.838	6.228	5.809	4.939	4.095	3.283	2.481	1.768	0.976	0.143	-0.693	-1.532	-2.492	-3.154
8197.615781	0.000	9.148	9.522	9.544	9.789	9.708	9.588	9.389	9.321	8.996	8.603	7.996	7.705	7.106	6.439	5.719	4.931	4.215	3.524	2.659	1.843	1.255	0.248	-0.696	-1.572	-2.402	-3.105	-3.849	-4.598	-5.314	-5.998	-6.770	-7.209
8197.616780	0.000	9.056	8.924	8.443	8.194	7.631	7.046	6.400	5.907	5.185	4.423	3.479	2.885	2.020	1.126	0.219	-0.714	-1.533	-2.282	-3.161	-3.946	-4.461	-5.350	-6.134	-6.808	-7.396	-7.820	-8.248	-8.649	-8.985	-9.261	-9.600	-9.586
8197.617781	0.000	5.699	5.171	4.323	3.739	2.874	2.024	1.151	0.471	-0.397	-1.263	-2.266	-2.877	-3.714	-4.538	-5.330	-6.106	-6.728	-7.240	-7.844	-8.319	-8.490	-9.005	-9.386	-9.634	-9.773	-9.730	-9.678	-9.586	-9.424	-9.197	-9.034	-8.522
8197.618780	0.000	0.155	-0.522	-1.475	-2.122	-3.004	-3.827	-4.628	-5.192	-5.902	-6.566	-7.329	-7.659	-8.181	-8.654	-9.065	-9.431	-9.617	-9.672	-9.801	-9.785	-9.454	-9.460	-9.329	-9.064	-8.696	-8.153	-7.613	-7.049	-6.435	-5.778	-5.211	-4.324
