July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Counter data is in units of (Counts). Voltage data is in units of (V).


VI_time      	ctr0	VI_0	VI_1	VI_2	VI_3	VI_4	VI_5	VI_6	VI_7	VI_8	VI_9	VI_10	VI_11	VI_12	VI_13	VI_14	VI_15	VI_16	VI_17	VI_18	VI_19	VI_20	VI_21	VI_22	VI_23	VI_24	VI_25	VI_26	VI_27	VI_28	VI_29	VI_30	VI_31
8196.405365	0.000	6.921	7.642	8.024	8.641	8.941	9.209	9.399	9.719	9.781	9.769	9.534	9.603	9.349	9.010	8.599	8.098	7.644	7.190	6.534	5.898	5.458	4.567	3.707	2.881	2.068	1.347	0.551	-0.283	-1.118	-1.951	-2.903	-3.553
8196.406357	0.000	9.458	9.706	9.601	9.718	9.510	9.266	8.943	8.755	8.316	7.812	7.102	6.713	6.024	5.275	4.483	3.632	2.862	2.128	1.230	0.394	-0.205	-1.212	-2.144	-2.997	-3.793	-4.452	-5.142	-5.827	-6.470	-7.071	-7.752	-8.093
8196.407362	0.000	8.703	8.493	7.938	7.618	6.989	6.342	5.640	5.097	4.331	3.531	2.556	1.939	1.057	0.153	-0.756	-1.683	-2.489	-3.218	-4.070	-4.820	-5.294	-6.136	-6.867	-7.482	-8.006	-8.361	-8.717	-9.041	-9.299	-9.493	-9.749	-9.650
8196.408354	0.000	5.353	4.804	3.940	3.340	2.464	1.605	0.726	0.044	-0.822	-1.684	-2.680	-3.279	-4.103	-4.910	-5.683	-6.437	-7.034	-7.519	-8.094	-8.537	-8.676	-9.156	-9.502	-9.714	-9.816	-9.736	-9.646	-9.518	-9.319	-9.057	-8.859	-8.314
8196.409369	0.000	1.006	0.331	-0.627	-1.284	-2.183	-3.029	-3.860	-4.459	-5.209	-5.919	-6.733	-7.119	-7.700	-8.236	-8.714	-9.149	-9.406	-9.534	-9.736	-9.795	-9.538	-9.618	-9.559	-9.365	-9.065	-8.588	-8.110	-7.605	-7.045	-6.438	-5.916	-5.068
8196.410361	0.000	-4.389	-4.965	-5.782	-6.261	-6.943	-7.536	-8.079	-8.358	-8.759	-9.093	-9.506	-9.470	-9.612	-9.694	-9.707	-9.670	-9.450	-9.101	-8.830	-8.421	-7.709	-7.346	-6.862	-6.263	-5.582	-4.751	-3.948	-3.149	-2.329	-1.498	-0.790	0.204
8196.411351	0.000	-8.436	-8.675	-9.128	-9.216	-9.486	-9.647	-9.742	-9.561	-9.492	-9.350	-9.287	-8.775	-8.446	-8.067	-7.631	-7.160	-6.527	-5.786	-5.148	-4.401	-3.380	-2.742	-2.018	-1.216	-0.370	0.586	1.473	2.315	3.137	3.928	4.555	5.428
8196.412345	0.000	-9.822	-9.552	-9.490	-9.061	-8.813	-8.463	-8.056	-7.385	-6.843	-6.249	-5.755	-4.841	-4.140	-3.421	-2.680	-1.943	-1.082	-0.156	0.625	1.470	2.546	3.193	3.880	4.601	5.321	6.109	6.786	7.377	7.909	8.374	8.641	9.124
8196.413340	0.000	-7.662	-6.930	-6.425	-5.576	-4.935	-4.222	-3.483	-2.516	-1.714	-0.899	-0.226	0.825	1.621	2.390	3.137	3.837	4.615	5.417	6.030	6.667	7.494	7.855	8.221	8.587	8.923	9.299	9.539	9.672	9.729	9.705	9.474	9.451
8196.414346	0.000	-2.444	-1.445	-0.714	0.316	1.093	1.898	2.681	3.645	4.397	5.116	5.647	6.512	7.078	7.576	8.013	8.364	8.761	9.148	9.319	9.488	9.826	9.681	9.527	9.362	9.162	8.999	8.704	8.308	7.846	7.317	6.599	6.111
8196.415339	0.000	3.193	4.143	4.781	5.678	6.281	6.872	7.403	8.080	8.511	8.876	9.026	9.484	9.620	9.669	9.641	9.515	9.425	9.321	9.000	8.679	8.533	7.914	7.299	6.691	6.067	5.505	4.836	4.096	3.322	2.516	1.557	0.867
8196.416335	0.000	7.698	8.333	8.626	9.148	9.350	9.516	9.602	9.817	9.773	9.654	9.314	9.279	8.924	8.488	7.983	7.393	6.855	6.323	5.595	4.895	4.399	3.460	2.559	1.702	0.866	0.132	-0.667	-1.496	-2.316	-3.126	-4.045	-4.653
8196.417330	0.000	9.550	9.682	9.460	9.462	9.140	8.785	8.355	8.064	7.527	6.933	6.137	5.671	4.913	4.103	3.259	2.365	1.562	0.804	-0.106	-0.945	-1.538	-2.527	-3.432	-4.248	-4.997	-5.600	-6.225	-6.837	-7.400	-7.913	-8.500	-8.742
8196.418331	0.000	7.873	7.536	6.862	6.430	5.699	4.960	4.177	3.563	2.738	1.892	0.882	0.243	-0.647	-1.547	-2.438	-3.335	-4.099	-4.773	-5.558	-6.231	-6.616	-7.359	-7.981	-8.480	-8.880	-9.104	-9.324	-9.507	-9.620	-9.667	-9.774	-9.526
8196.419327	0.000	3.364	2.732	1.798	1.147	0.235	-0.642	-1.522	-2.188	-3.023	-3.834	-4.764	-5.283	-6.009	-6.705	-7.352	-7.969	-8.416	-8.741	-9.147	-9.413	-9.367	-9.659	-9.812	-9.827	-9.734	-9.458	-9.175	-8.856	-8.473	-8.032	-7.664	-6.957
8196.420330	0.000	-2.738	-3.375	-4.265	-4.827	-5.604	-6.303	-6.961	-7.364	-7.895	-8.367	-8.923	-9.035	-9.327	-9.562	-9.728	-9.845	-9.778	-9.579	-9.454	-9.187	-8.610	-8.376	-8.013	-7.526	-6.948	-6.209	-5.487	-4.758	-3.995	-3.209	-2.532	-1.555
8196.421324	0.000	-7.623	-7.965	-8.526	-8.727	-9.112	-9.393	-9.609	-9.550	-9.603	-9.583	-9.638	-9.244	-9.028	-8.758	-8.425	-8.052	-7.509	-6.851	-6.289	-5.608	-4.645	-4.054	-3.368	-2.593	-1.765	-0.815	0.077	0.934	1.781	2.608	3.281	4.209
8196.422322	0.000	-9.822	-9.680	-9.744	-9.439	-9.313	-9.081	-8.786	-8.223	-7.782	-7.282	-6.874	-6.039	-5.406	-4.746	-4.053	-3.355	-2.522	-1.611	-0.836	0.015	1.106	1.781	2.507	3.277	4.056	4.912	5.667	6.344	6.970	7.536	7.911	8.506
8196.423315	0.000	-8.467	-7.832	-7.417	-6.650	-6.084	-5.436	-4.753	-3.832	-3.067	-2.279	-1.622	-0.576	0.226	1.011	1.785	2.521	3.347	4.205	4.884	5.595	6.505	6.956	7.420	7.889	8.333	8.822	9.179	9.431	9.610	9.708	9.598	9.696
8196.424316	0.000	-4.113	-3.158	-2.458	-1.445	-0.671	0.143	0.949	1.949	2.751	3.531	4.136	5.086	5.748	6.352	6.904	7.380	7.908	8.433	8.747	9.064	9.553	9.561	9.560	9.550	9.501	9.489	9.339	9.084	8.757	8.357	7.759	7.383
8196.425307	0.000	2.085	3.068	3.748	4.694	5.353	6.008	6.610	7.363	7.876	8.328	8.569	9.121	9.355	9.503	9.575	9.550	9.561	9.557	9.333	9.108	9.054	8.522	7.991	7.461	6.910	6.413	5.804	5.115	4.386	3.615	2.684	2.012
8196.426306	0.000	7.086	7.790	8.155	8.753	9.034	9.282	9.451	9.751	9.792	9.758	9.502	9.549	9.275	8.917	8.486	7.967	7.496	7.026	6.354	5.705	5.252	4.351	3.481	2.648	1.830	1.105	0.307	-0.527	-1.360	-2.189	-3.136	-3.778
8196.427317	0.000	9.495	9.717	9.585	9.676	9.442	9.172	8.824	8.612	8.150	7.625	6.894	6.487	5.781	5.017	4.211	3.349	2.571	1.830	0.928	0.089	-0.510	-1.513	-2.441	-3.287	-4.074	-4.721	-5.398	-6.067	-6.693	-7.275	-7.935	-8.255
8196.428304	0.000	8.291	8.011	7.390	7.008	6.322	5.624	4.875	4.291	3.490	2.663	1.666	1.034	0.144	-0.760	-1.663	-2.577	-3.363	-4.066	-4.885	-5.597	-6.026	-6.817	-7.492	-8.047	-8.507	-8.793	-9.077	-9.327	-9.507	-9.623	-9.799	-9.621
8196.429299	0.000	4.200	3.596	2.686	2.050	1.147	0.271	-0.613	-1.291	-2.144	-2.981	-3.944	-4.500	-5.271	-6.015	-6.718	-7.395	-7.906	-8.298	-8.776	-9.116	-9.147	-9.516	-9.749	-9.844	-9.830	-9.633	-9.428	-9.185	-8.874	-8.503	-8.202	-7.557
8196.430297	0.000	-1.486	-2.150	-3.077	-3.685	-4.516	-5.277	-6.006	-6.486	-7.102	-7.664	-8.316	-8.529	-8.925	-9.268	-9.544	-9.771	-9.816	-9.728	-9.713	-9.554	-9.082	-8.950	-8.685	-8.291	-7.799	-7.140	-6.491	-5.827	-5.121	-4.383	-3.746	-2.800
8196.431296	0.000	-7.051	-7.450	-8.072	-8.338	-8.791	-9.141	-9.430	-9.444	-9.571	-9.625	-9.755	-9.434	-9.290	-9.089	-8.824	-8.515	-8.033	-7.432	-6.921	-6.288	-5.367	-4.813	-4.158	-3.409	-2.599	-1.661	-0.775	0.082	0.937	1.776	2.469	3.424
8196.432298	0.000	-9.666	-9.624	-9.790	-9.585	-9.559	-9.424	-9.225	-8.753	-8.400	-7.983	-7.653	-6.889	-6.321	-5.719	-5.078	-4.422	-3.624	-2.740	-1.983	-1.141	-0.050	0.633	1.376	2.172	2.985	3.884	4.688	5.423	6.114	6.751	7.203	7.880
8196.433299	0.000	-9.122	-8.599	-8.289	-7.621	-7.146	-6.582	-5.974	-5.118	-4.409	-3.666	-3.044	-2.021	-1.233	-0.449	0.334	1.090	1.947	2.847	3.578	4.352	5.332	5.864	6.416	6.982	7.529	8.128	8.599	8.971	9.272	9.495	9.512	9.738
8196.434287	0.000	-5.551	-4.659	-4.013	-3.040	-2.295	-1.497	-0.694	0.315	1.137	1.951	2.602	3.609	4.339	5.023	5.664	6.238	6.874	7.514	7.951	8.396	9.019	9.164	9.304	9.436	9.530	9.661	9.653	9.537	9.347	9.078	8.606	8.349
8196.435280	0.000	0.216	1.228	1.951	2.954	3.684	4.421	5.118	5.978	6.607	7.186	7.562	8.257	8.640	8.943	9.175	9.312	9.487	9.647	9.587	9.524	9.629	9.252	8.869	8.482	8.064	7.694	7.200	6.617	5.981	5.292	4.430	3.814
8196.436286	0.000	5.986	6.786	7.255	7.964	8.361	8.730	9.025	9.454	9.626	9.725	9.601	9.781	9.637	9.406	9.099	8.699	8.341	7.978	7.407	6.849	6.479	5.652	4.847	4.067	3.291	2.598	1.820	0.995	0.159	-0.685	-1.657	-2.337
8196.437281	0.000	9.214	9.568	9.569	9.792	9.690	9.550	9.329	9.241	8.896	8.484	7.859	7.551	6.936	6.254	5.521	4.722	3.995	3.296	2.424	1.604	1.012	0.004	-0.939	-1.813	-2.638	-3.335	-4.071	-4.811	-5.516	-6.187	-6.944	-7.368
8196.438276	0.000	8.935	8.772	8.264	7.987	7.399	6.790	6.122	5.610	4.870	4.093	3.137	2.533	1.660	0.761	-0.147	-1.079	-1.893	-2.636	-3.506	-4.279	-4.779	-5.652	-6.416	-7.069	-7.634	-8.032	-8.434	-8.806	-9.114	-9.360	-9.668	-9.621
8196.439272	0.000	5.353	4.804	3.940	3.340	2.464	1.605	0.726	0.044	-0.822	-1.684	-2.680	-3.279	-4.103	-4.910	-5.683	-6.437	-7.034	-7.519	-8.094	-8.537	-8.676	-9.156	-9.502	-9.714	-9.816	-9.736	-9.646	-9.518	-9.319	-9.057	-8.859	-8.314
8196.440274	0.000	-0.089	-0.765	-1.716	-2.359	-3.235	-4.050	-4.842	-5.395	-6.091	-6.741	-7.489	-7.803	-8.306	-8.761	-9.152	-9.499	-9.664	-9.698	-9.805	-9.768	-9.416	-9.401	-9.250	-8.965	-8.578	-8.017	-7.460	-6.880	-6.251	-5.581	-5.003	-4.105
8196.441270	0.000	-5.702	-6.205	-6.941	-7.329	-7.912	-8.399	-8.830	-8.991	-9.269	-9.476	-9.759	-9.592	-9.601	-9.551	-9.432	-9.265	-8.919	-8.448	-8.059	-7.539	-6.722	-6.261	-5.689	-5.010	-4.259	-3.367	-2.514	-1.676	-0.828	0.018	0.732	1.720
8196.442264	0.000	-9.375	-9.432	-9.697	-9.594	-9.668	-9.633	-9.533	-9.157	-8.897	-8.569	-8.323	-7.639	-7.145	-6.611	-6.030	-5.428	-4.676	-3.831	-3.103	-2.282	-1.203	-0.524	0.224	1.033	1.869	2.799	3.643	4.425	5.170	5.870	6.390	7.143
8196.443270	0.000	-9.356	-8.886	-8.627	-8.009	-7.580	-7.058	-6.490	-5.670	-4.991	-4.275	-3.675	-2.670	-1.894	-1.117	-0.336	0.423	1.288	2.201	2.949	3.746	4.754	5.317	5.905	6.511	7.102	7.746	8.267	8.691	9.046	9.326	9.400	9.684
8196.444264	0.000	-5.801	-4.924	-4.289	-3.326	-2.589	-1.797	-0.998	0.010	0.834	1.651	2.308	3.323	4.064	4.760	5.415	6.006	6.659	7.319	7.777	8.245	8.891	9.061	9.226	9.384	9.505	9.662	9.681	9.592	9.427	9.183	8.736	8.503
8196.445251	0.000	-0.150	0.864	1.592	2.603	3.343	4.093	4.805	5.682	6.332	6.933	7.333	8.053	8.463	8.795	9.056	9.224	9.430	9.622	9.594	9.563	9.699	9.353	9.000	8.642	8.253	7.909	7.440	6.880	6.265	5.595	4.750	4.148
8196.446259	0.000	5.552	6.383	6.885	7.631	8.067	8.478	8.816	9.290	9.509	9.654	9.578	9.806	9.710	9.526	9.265	8.910	8.595	8.273	7.742	7.220	6.885	6.088	5.310	4.554	3.798	3.121	2.356	1.539	0.707	-0.137	-1.114	-1.802
8196.447253	0.000	9.130	9.510	9.537	9.787	9.711	9.597	9.403	9.339	9.020	8.632	8.030	7.743	7.148	6.484	5.768	4.983	4.269	3.580	2.717	1.903	1.315	0.309	-0.635	-1.512	-2.342	-3.047	-3.793	-4.544	-5.263	-5.950	-6.725	-7.168
8196.448249	0.000	9.075	8.948	8.472	8.227	7.669	7.088	6.445	5.956	5.237	4.478	3.536	2.943	2.080	1.186	0.280	-0.653	-1.472	-2.223	-3.103	-3.890	-4.407	-5.299	-6.086	-6.764	-7.355	-7.783	-8.216	-8.621	-8.963	-9.244	-9.588	-9.578
8196.449257	0.000	6.752	6.300	5.521	4.995	4.180	3.369	2.524	1.863	1.003	0.135	-0.882	-1.516	-2.388	-3.256	-4.103	-4.942	-5.636	-6.229	-6.921	-7.491	-7.764	-8.386	-8.879	-9.242	-9.501	-9.578	-9.648	-9.678	-9.637	-9.530	-9.485	-9.086
8196.450285	0.000	1.668	0.999	0.043	-0.618	-1.525	-2.385	-3.235	-3.857	-4.635	-5.378	-6.228	-6.654	-7.279	-7.863	-8.390	-8.878	-9.190	-9.374	-9.634	-9.750	-9.552	-9.690	-9.689	-9.552	-9.307	-8.884	-8.457	-8.001	-7.486	-6.921	-6.438	-5.625
8196.451261	0.000	-4.002	-4.594	-5.431	-5.932	-6.639	-7.259	-7.832	-8.143	-8.576	-8.945	-9.393	-9.394	-9.572	-9.692	-9.741	-9.741	-9.558	-9.245	-9.008	-8.633	-7.951	-7.618	-7.162	-6.589	-5.931	-5.119	-4.334	-3.549	-2.741	-1.918	-1.215	-0.222
8196.452243	0.000	-7.997	-8.295	-8.810	-8.963	-9.299	-9.527	-9.692	-9.579	-9.579	-9.506	-9.509	-9.064	-8.798	-8.479	-8.100	-7.684	-7.100	-6.404	-5.807	-5.096	-4.105	-3.492	-2.788	-1.999	-1.161	-0.206	0.686	1.539	2.377	3.190	3.845	4.751
8196.453241	0.000	-9.846	-9.662	-9.684	-9.337	-9.170	-8.897	-8.564	-7.964	-7.488	-6.955	-6.517	-5.654	-4.996	-4.315	-3.604	-2.890	-2.046	-1.129	-0.349	0.502	1.590	2.258	2.973	3.728	4.490	5.325	6.056	6.705	7.302	7.835	8.175	8.734
8196.454226	0.000	-8.206	-7.536	-7.088	-6.291	-5.698	-5.025	-4.321	-3.382	-2.603	-1.803	-1.138	-0.089	0.713	1.494	2.261	2.987	3.798	4.638	5.296	5.983	6.865	7.286	7.717	8.152	8.559	9.009	9.326	9.537	9.674	9.730	9.578	9.633
8196.455227	0.000	-3.607	-2.635	-1.923	-0.901	-0.123	0.691	1.492	2.485	3.274	4.038	4.623	5.548	6.183	6.757	7.275	7.714	8.202	8.686	8.957	9.229	9.672	9.632	9.584	9.526	9.430	9.370	9.174	8.874	8.504	8.062	7.425	7.012
8196.456226	0.000	2.322	3.298	3.970	4.907	5.556	6.198	6.785	7.523	8.019	8.454	8.676	9.209	9.422	9.549	9.600	9.554	9.544	9.519	9.274	9.028	8.955	8.404	7.854	7.308	6.740	6.229	5.606	4.906	4.167	3.388	2.449	1.773
8196.457227	0.000	7.246	7.933	8.281	8.861	9.122	9.349	9.498	9.777	9.796	9.741	9.464	9.491	9.196	8.818	8.368	7.831	7.343	6.856	6.170	5.508	5.043	4.132	3.254	2.414	1.590	0.862	0.063	-0.770	-1.600	-2.426	-3.366	-4.001
8196.458222	0.000	9.534	9.714	9.540	9.589	9.313	9.003	8.616	8.366	7.868	7.309	6.547	6.111	5.380	4.594	3.768	2.890	2.099	1.350	0.442	-0.398	-0.995	-1.993	-2.911	-3.744	-4.515	-5.142	-5.795	-6.439	-7.036	-7.586	-8.213	-8.496
8196.459223	0.000	8.105	7.798	7.153	6.747	6.040	5.322	4.557	3.958	3.145	2.309	1.306	0.669	-0.221	-1.124	-2.022	-2.929	-3.706	-4.396	-5.200	-5.894	-6.304	-7.073	-7.724	-8.254	-8.686	-8.944	-9.198	-9.417	-9.567	-9.651	-9.796	-9.585
8196.460223	0.000	3.590	2.965	2.037	1.389	0.479	-0.399	-1.281	-1.951	-2.791	-3.610	-4.549	-5.078	-5.817	-6.526	-7.189	-7.822	-8.287	-8.630	-9.055	-9.342	-9.317	-9.629	-9.803	-9.840	-9.768	-9.513	-9.250	-8.952	-8.587	-8.165	-7.814	-7.123
8196.461218	0.000	-2.325	-2.972	-3.876	-4.455	-5.252	-5.972	-6.655	-7.085	-7.646	-8.148	-8.737	-8.883	-9.211	-9.482	-9.686	-9.839	-9.809	-9.647	-9.559	-9.327	-8.785	-8.584	-8.253	-7.796	-7.246	-6.532	-5.833	-5.124	-4.379	-3.608	-2.943	-1.974
8196.462215	0.000	-7.344	-7.715	-8.307	-8.540	-8.960	-9.276	-9.528	-9.506	-9.596	-9.613	-9.706	-9.348	-9.168	-8.932	-8.633	-8.291	-7.778	-7.148	-6.611	-5.954	-5.011	-4.438	-3.767	-3.004	-2.184	-1.239	-0.349	0.508	1.360	2.194	2.878	3.820
8196.463215	0.000	-9.780	-9.676	-9.777	-9.509	-9.419	-9.223	-8.963	-8.433	-8.023	-7.553	-7.173	-6.362	-5.753	-5.113	-4.438	-3.754	-2.932	-2.031	-1.261	-0.411	0.681	1.360	2.094	2.874	3.667	4.541	5.315	6.014	6.665	7.258	7.663	8.289
8196.464207	0.000	-8.620	-8.007	-7.613	-6.866	-6.318	-5.686	-5.017	-4.109	-3.354	-2.574	-1.922	-0.879	-0.079	0.707	1.485	2.227	3.061	3.929	4.620	5.346	6.272	6.741	7.224	7.714	8.181	8.693	9.075	9.353	9.557	9.682	9.599	9.723
8196.465227	0.000	-4.224	-3.273	-2.576	-1.565	-0.793	0.021	0.827	1.830	2.633	3.417	4.026	4.981	5.649	6.260	6.819	7.302	7.839	8.373	8.696	9.024	9.523	9.541	9.551	9.551	9.513	9.511	9.372	9.127	8.810	8.419	7.830	7.462
8196.466203	0.000	1.006	2.009	2.718	3.701	4.405	5.111	5.771	6.589	7.172	7.701	8.022	8.659	8.981	9.221	9.386	9.456	9.563	9.654	9.525	9.393	9.430	8.987	8.540	8.092	7.615	7.190	6.644	6.014	5.336	4.610	3.715	3.072
8196.467192	0.000	6.356	7.127	7.564	8.238	8.599	8.930	9.186	9.574	9.705	9.762	9.595	9.733	9.547	9.274	8.927	8.488	8.092	7.694	7.089	6.500	6.102	5.249	4.421	3.622	2.831	2.125	1.339	0.508	-0.328	-1.170	-2.137	-2.806
8196.469195	0.000	8.800	8.609	8.072	7.769	7.156	6.524	5.836	5.305	4.548	3.758	2.790	2.177	1.299	0.396	-0.512	-1.442	-2.252	-2.986	-3.846	-4.606	-5.091	-5.945	-6.690	-7.320	-7.861	-8.233	-8.608	-8.952	-9.229	-9.444	-9.721	-9.643
8196.470189	0.000	5.150	4.591	3.716	3.109	2.227	1.364	0.483	-0.199	-1.065	-1.923	-2.914	-3.507	-4.322	-5.119	-5.880	-6.621	-7.203	-7.672	-8.229	-8.655	-8.774	-9.235	-9.561	-9.751	-9.833	-9.731	-9.620	-9.471	-9.251	-8.969	-8.752	-8.188
8196.471192	0.000	-0.576	-1.250	-2.195	-2.827	-3.689	-4.488	-5.259	-5.789	-6.459	-7.080	-7.795	-8.075	-8.542	-8.959	-9.310	-9.616	-9.740	-9.731	-9.796	-9.717	-9.322	-9.266	-9.074	-8.751	-8.326	-7.730	-7.139	-6.529	-5.872	-5.176	-4.576	-3.660
8196.472176	0.000	-5.998	-6.481	-7.195	-7.559	-8.117	-8.577	-8.979	-9.110	-9.357	-9.533	-9.785	-9.586	-9.563	-9.481	-9.331	-9.134	-8.759	-8.259	-7.844	-7.299	-6.459	-5.977	-5.386	-4.690	-3.925	-3.021	-2.159	-1.315	-0.464	0.384	1.095	2.079
8196.473180	0.000	-9.447	-9.484	-9.728	-9.603	-9.657	-9.601	-9.479	-9.083	-8.802	-8.455	-8.192	-7.490	-6.980	-6.431	-5.837	-5.222	-4.460	-3.605	-2.870	-2.044	-0.961	-0.280	0.468	1.275	2.107	3.031	3.868	4.641	5.376	6.062	6.569	7.307
8196.474177	0.000	-9.276	-8.786	-8.509	-7.872	-7.427	-6.889	-6.306	-5.472	-4.782	-4.056	-3.447	-2.435	-1.654	-0.875	-0.092	0.666	1.528	2.437	3.180	3.968	4.967	5.519	6.094	6.686	7.261	7.890	8.393	8.798	9.134	9.393	9.446	9.709
8196.475178	0.000	-5.551	-4.659	-4.013	-3.040	-2.295	-1.497	-0.694	0.315	1.137	1.951	2.602	3.609	4.339	5.023	5.664	6.238	6.874	7.514	7.951	8.396	9.019	9.164	9.304	9.436	9.530	9.661	9.653	9.537	9.347	9.078	8.606	8.349
8196.476179	0.000	0.338	1.349	2.070	3.070	3.797	4.530	5.221	6.074	6.697	7.268	7.637	8.323	8.696	8.990	9.211	9.338	9.502	9.652	9.582	9.508	9.602	9.215	8.822	8.425	7.998	7.619	7.117	6.527	5.884	5.189	4.321	3.701
8196.477173	0.000	5.939	6.742	7.215	7.928	8.329	8.703	9.003	9.437	9.614	9.718	9.600	9.785	9.646	9.421	9.119	8.724	8.371	8.012	7.445	6.891	6.525	5.701	4.899	4.122	3.348	2.656	1.880	1.055	0.220	-0.624	-1.597	-2.278
8196.478166	0.000	9.230	9.578	9.574	9.792	9.685	9.539	9.314	9.220	8.870	8.454	7.824	7.512	6.893	6.208	5.471	4.669	3.940	3.239	2.365	1.544	0.951	-0.057	-1.000	-1.873	-2.697	-3.392	-4.126	-4.864	-5.566	-6.234	-6.987	-7.408
8196.479169	0.000	9.017	8.875	8.385	8.126	7.555	6.962	6.308	5.809	5.081	4.314	3.366	2.768	1.901	1.004	0.097	-0.836	-1.653	-2.400	-3.276	-4.058	-4.568	-5.451	-6.229	-6.896	-7.477	-7.892	-8.312	-8.703	-9.030	-9.295	-9.624	-9.599
8196.480164	0.000	5.552	5.015	4.160	3.568	2.699	1.845	0.969	0.288	-0.580	-1.443	-2.444	-3.050	-3.882	-4.698	-5.483	-6.250	-6.860	-7.361	-7.953	-8.414	-8.572	-9.072	-9.438	-9.670	-9.794	-9.735	-9.667	-9.559	-9.381	-9.139	-8.961	-8.435
8196.481167	0.000	-0.089	-0.765	-1.716	-2.359	-3.235	-4.050	-4.842	-5.395	-6.091	-6.741	-7.489	-7.803	-8.306	-8.761	-9.152	-9.499	-9.664	-9.698	-9.805	-9.768	-9.416	-9.401	-9.250	-8.965	-8.578	-8.017	-7.460	-6.880	-6.251	-5.581	-5.003	-4.105
8196.482165	0.000	-5.652	-6.159	-6.898	-7.290	-7.877	-8.369	-8.804	-8.970	-9.253	-9.465	-9.754	-9.592	-9.606	-9.561	-9.447	-9.285	-8.945	-8.478	-8.094	-7.578	-6.765	-6.308	-5.739	-5.063	-4.314	-3.424	-2.573	-1.736	-0.889	-0.042	0.671	1.660
8196.483187	0.000	-9.099	-9.223	-9.555	-9.520	-9.664	-9.698	-9.666	-9.357	-9.163	-8.899	-8.716	-8.089	-7.651	-7.168	-6.634	-6.074	-5.360	-4.546	-3.846	-3.046	-1.982	-1.313	-0.568	0.244	1.088	2.033	2.897	3.705	4.482	5.218	5.780	6.579
8196.484152	0.000	-9.616	-9.227	-9.047	-8.503	-8.146	-7.691	-7.185	-6.422	-5.794	-5.123	-4.562	-3.589	-2.837	-2.079	-1.308	-0.551	0.317	1.242	2.010	2.833	3.874	4.478	5.111	5.769	6.418	7.126	7.715	8.211	8.642	9.000	9.156	9.522
8196.485147	0.000	-6.655	-5.834	-5.249	-4.329	-3.627	-2.861	-2.081	-1.083	-0.262	0.561	1.232	2.270	3.041	3.775	4.477	5.120	5.833	6.560	7.089	7.634	8.362	8.617	8.872	9.121	9.336	9.588	9.703	9.709	9.639	9.488	9.131	8.985
8196.486143	0.000	-1.244	-0.231	0.503	1.530	2.293	3.075	3.826	4.750	5.453	6.115	6.582	7.374	7.862	8.276	8.623	8.880	9.179	9.465	9.532	9.596	9.828	9.576	9.317	9.049	8.746	8.486	8.096	7.610	7.064	6.457	5.667	5.114
8196.487143	0.000	4.630	5.516	6.080	6.894	7.403	7.893	8.314	8.875	9.183	9.422	9.440	9.763	9.762	9.674	9.507	9.245	9.020	8.784	8.335	7.892	7.629	6.900	6.183	5.481	4.773	4.136	3.403	2.610	1.795	0.958	-0.019	-0.715
8196.488150	0.000	8.728	9.203	9.329	9.679	9.704	9.691	9.597	9.632	9.410	9.115	8.602	8.401	7.886	7.298	6.650	5.927	5.268	4.626	3.802	3.019	2.454	1.461	0.522	-0.358	-1.201	-1.927	-2.703	-3.492	-4.258	-4.998	-5.834	-6.345
8196.489137	0.000	9.411	9.400	9.039	8.903	8.449	7.966	7.416	7.011	6.368	5.676	4.793	4.250	3.425	2.560	1.672	0.747	-0.075	-0.839	-1.743	-2.565	-3.126	-4.072	-4.923	-5.673	-6.346	-6.862	-7.390	-7.897	-8.346	-8.739	-9.198	-9.308
8196.490144	0.000	6.752	6.300	5.521	4.995	4.180	3.369	2.524	1.863	1.003	0.135	-0.882	-1.516	-2.388	-3.256	-4.103	-4.942	-5.636	-6.229	-6.921	-7.491	-7.764	-8.386	-8.879	-9.242	-9.501	-9.578	-9.648	-9.678	-9.637	-9.530	-9.485	-9.086
8196.491137	0.000	1.608	0.938	-0.017	-0.678	-1.585	-2.444	-3.292	-3.913	-4.688	-5.428	-6.275	-6.698	-7.319	-7.898	-8.421	-8.905	-9.212	-9.390	-9.645	-9.756	-9.553	-9.685	-9.679	-9.537	-9.287	-8.859	-8.428	-7.967	-7.448	-6.879	-6.392	-5.575
8196.492130	0.000	-4.113	-4.701	-5.533	-6.027	-6.727	-7.340	-7.904	-8.206	-8.630	-8.989	-9.427	-9.418	-9.585	-9.694	-9.733	-9.722	-9.529	-9.205	-8.959	-8.574	-7.883	-7.542	-7.077	-6.497	-5.832	-5.015	-4.224	-3.436	-2.623	-1.798	-1.094	-0.100
8196.493133	0.000	-8.499	-8.728	-9.172	-9.250	-9.509	-9.660	-9.744	-9.552	-9.472	-9.321	-9.247	-8.726	-8.387	-7.999	-7.554	-7.076	-6.435	-5.687	-5.043	-4.291	-3.266	-2.625	-1.899	-1.095	-0.249	0.707	1.594	2.434	3.252	4.039	4.661	5.529
